model,hit,merge,hit_ms,merge_ms,agree
random_magma_n32_k1_random_half_i23.model,DEFINABLE,DEFINABLE,20.467,7.901,1
random_magma_n32_k1_random_half_i24.model,DEFINABLE,DEFINABLE,20.097,7.833,1
random_magma_n32_k1_random_half_i25.model,DEFINABLE,DEFINABLE,21.176,8.356,1
random_magma_n32_k1_random_half_i26.model,DEFINABLE,DEFINABLE,19.905,8.067,1
random_magma_n32_k1_random_half_i27.model,NOT_DEFINABLE,NOT_DEFINABLE,1.379,0.989,1
random_magma_n32_k1_random_half_i28.model,DEFINABLE,DEFINABLE,18.914,7.594,1
random_magma_n32_k1_random_half_i29.model,DEFINABLE,DEFINABLE,20.325,8.264,1
random_magma_n32_k1_random_half_i3.model,DEFINABLE,DEFINABLE,19.144,7.725,1
random_magma_n32_k1_random_half_i4.model,DEFINABLE,DEFINABLE,20.402,8.176,1
random_magma_n32_k1_random_half_i5.model,DEFINABLE,DEFINABLE,20.807,8.123,1
random_magma_n32_k1_random_half_i6.model,DEFINABLE,DEFINABLE,20.620,8.205,1
random_magma_n32_k1_random_half_i7.model,DEFINABLE,DEFINABLE,21.619,8.434,1
random_magma_n32_k1_random_half_i8.model,DEFINABLE,DEFINABLE,21.037,8.091,1
random_magma_n32_k1_random_half_i9.model,DEFINABLE,DEFINABLE,19.608,7.770,1
random_magma_n32_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,10.243,7.089,1
random_magma_n32_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,11.733,8.097,1
random_magma_n32_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,11.312,7.784,1
random_magma_n32_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,11.070,7.909,1
random_magma_n32_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,11.025,7.904,1
random_magma_n32_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,11.774,8.266,1
random_magma_n32_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,10.565,7.480,1
random_magma_n32_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,11.721,8.064,1
random_magma_n32_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,10.663,7.476,1
random_magma_n32_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,11.554,8.122,1
random_magma_n32_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,12.283,8.299,1
random_magma_n32_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,11.175,7.892,1
random_magma_n32_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,10.974,7.837,1
random_magma_n32_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,11.396,8.206,1
random_magma_n32_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,11.325,7.957,1
random_magma_n32_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,11.477,8.189,1
random_magma_n32_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,11.376,7.931,1
random_magma_n32_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,11.790,8.190,1
random_magma_n32_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,11.712,8.063,1
random_magma_n32_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,11.794,8.349,1
random_magma_n32_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,11.504,8.139,1
random_magma_n32_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,11.776,8.389,1
random_magma_n32_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,11.412,8.041,1
random_magma_n32_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,11.646,8.239,1
random_magma_n32_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,11.817,8.099,1
random_magma_n32_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,11.674,8.297,1
random_magma_n32_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,12.015,8.271,1
random_magma_n32_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,11.796,8.180,1
random_magma_n32_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,12.083,8.328,1
random_magma_n32_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,11.190,7.579,1
random_magma_n32_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,398.300,347.352,1
random_magma_n32_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,388.797,344.663,1
random_magma_n32_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,391.975,343.575,1
random_magma_n32_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,396.929,347.155,1
random_magma_n32_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,397.407,320.549,1
random_magma_n32_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,399.435,348.194,1
random_magma_n32_k2_nondef_mix_i14.model,NOT_DEFINABLE,NOT_DEFINABLE,9.407,339.709,1
random_magma_n32_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,395.798,349.083,1
random_magma_n32_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,394.822,347.017,1
random_magma_n32_k2_nondef_mix_i17.model,NOT_DEFINABLE,NOT_DEFINABLE,9.943,318.403,1
random_magma_n32_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,396.238,348.286,1
random_magma_n32_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,393.637,350.862,1
random_magma_n32_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,399.823,323.824,1
random_magma_n32_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,397.211,346.428,1
random_magma_n32_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,393.651,323.344,1
random_magma_n32_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,394.471,348.767,1
random_magma_n32_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,392.486,348.952,1
random_magma_n32_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,394.509,321.917,1
random_magma_n32_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,389.784,348.402,1
random_magma_n32_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,393.397,347.540,1
random_magma_n32_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,395.290,347.455,1
random_magma_n32_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,395.614,345.229,1
random_magma_n32_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,394.403,347.639,1
random_magma_n32_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,397.672,321.709,1
random_magma_n32_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,397.001,350.971,1
random_magma_n32_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,395.180,321.320,1
random_magma_n32_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,399.167,323.469,1
random_magma_n32_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,394.651,321.083,1
random_magma_n32_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,397.661,345.841,1
random_magma_n32_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,394.816,324.197,1
random_magma_n32_k2_random_half_i0.model,DEFINABLE,DEFINABLE,399.851,321.540,1
random_magma_n32_k2_random_half_i1.model,DEFINABLE,DEFINABLE,398.127,323.534,1
random_magma_n32_k2_random_half_i10.model,DEFINABLE,DEFINABLE,393.329,348.953,1
random_magma_n32_k2_random_half_i11.model,DEFINABLE,DEFINABLE,391.801,348.307,1
random_magma_n32_k2_random_half_i12.model,DEFINABLE,DEFINABLE,397.682,347.637,1
random_magma_n32_k2_random_half_i13.model,DEFINABLE,DEFINABLE,392.456,346.225,1
random_magma_n32_k2_random_half_i14.model,DEFINABLE,DEFINABLE,401.609,346.243,1
random_magma_n32_k2_random_half_i15.model,DEFINABLE,DEFINABLE,397.404,346.756,1
random_magma_n32_k2_random_half_i16.model,DEFINABLE,DEFINABLE,395.075,321.334,1
random_magma_n32_k2_random_half_i17.model,NOT_DEFINABLE,NOT_DEFINABLE,10.082,342.855,1
random_magma_n32_k2_random_half_i18.model,DEFINABLE,DEFINABLE,400.546,324.582,1
random_magma_n32_k2_random_half_i19.model,DEFINABLE,DEFINABLE,392.875,348.341,1
random_magma_n32_k2_random_half_i2.model,DEFINABLE,DEFINABLE,391.231,348.647,1
random_magma_n32_k2_random_half_i20.model,DEFINABLE,DEFINABLE,398.752,347.616,1
random_magma_n32_k2_random_half_i21.model,NOT_DEFINABLE,NOT_DEFINABLE,2.751,336.754,1
random_magma_n32_k2_random_half_i22.model,DEFINABLE,DEFINABLE,397.198,325.209,1
random_magma_n32_k2_random_half_i23.model,DEFINABLE,DEFINABLE,398.215,325.306,1
random_magma_n32_k2_random_half_i24.model,DEFINABLE,DEFINABLE,402.074,319.571,1
random_magma_n32_k2_random_half_i25.model,DEFINABLE,DEFINABLE,399.158,323.179,1
random_magma_n32_k2_random_half_i26.model,DEFINABLE,DEFINABLE,394.580,320.302,1
random_magma_n32_k2_random_half_i27.model,DEFINABLE,DEFINABLE,392.353,349.051,1
random_magma_n32_k2_random_half_i28.model,DEFINABLE,DEFINABLE,398.064,322.566,1
random_magma_n32_k2_random_half_i29.model,DEFINABLE,DEFINABLE,395.334,321.536,1
random_magma_n32_k2_random_half_i3.model,DEFINABLE,DEFINABLE,396.702,341.761,1
random_magma_n32_k2_random_half_i4.model,DEFINABLE,DEFINABLE,398.158,323.810,1
random_magma_n32_k2_random_half_i5.model,DEFINABLE,DEFINABLE,392.221,345.086,1
random_magma_n32_k2_random_half_i6.model,DEFINABLE,DEFINABLE,400.206,322.480,1
random_magma_n32_k2_random_half_i7.model,DEFINABLE,DEFINABLE,394.734,324.004,1
random_magma_n32_k2_random_half_i8.model,DEFINABLE,DEFINABLE,395.094,353.356,1
random_magma_n32_k2_random_half_i9.model,DEFINABLE,DEFINABLE,394.956,348.575,1
random_magma_n4_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.467,0.075,1
random_magma_n4_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.507,0.060,1
random_magma_n4_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.469,0.081,1
random_magma_n4_k1_definable_eq_i11.model,NOT_DEFINABLE,NOT_DEFINABLE,0.213,0.045,1
random_magma_n4_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.537,0.062,1
random_magma_n4_k1_definable_eq_i13.model,NOT_DEFINABLE,NOT_DEFINABLE,0.163,0.050,1
random_magma_n4_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.435,0.062,1
random_magma_n4_k1_definable_eq_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,0.127,0.048,1
random_magma_n4_k1_definable_eq_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,0.133,0.077,1
random_magma_n4_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.328,0.076,1
random_magma_n4_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.458,0.061,1
random_magma_n4_k1_definable_eq_i19.model,NOT_DEFINABLE,NOT_DEFINABLE,0.167,0.066,1
random_magma_n4_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.476,0.057,1
random_magma_n4_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.398,0.076,1
random_magma_n4_k1_definable_eq_i21.model,NOT_DEFINABLE,NOT_DEFINABLE,0.143,0.045,1
random_magma_n4_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.432,0.069,1
random_magma_n4_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.356,0.074,1
random_magma_n4_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.405,0.062,1
random_magma_n4_k1_definable_eq_i25.model,NOT_DEFINABLE,NOT_DEFINABLE,0.184,0.091,1
random_magma_n4_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.485,0.092,1
random_magma_n4_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.344,0.055,1
random_magma_n4_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.396,0.075,1
random_magma_n4_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.484,0.078,1
random_magma_n4_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.353,0.091,1
random_magma_n4_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.393,0.067,1
random_magma_n4_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.393,0.077,1
random_magma_n4_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.429,0.110,1
random_magma_n4_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.319,0.078,1
random_magma_n4_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.454,0.086,1
random_magma_n4_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.411,0.080,1
random_magma_n4_k1_nondef_mix_i0.model,NOT_DEFINABLE,NOT_DEFINABLE,0.223,0.080,1
random_magma_n4_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.501,0.081,1
random_magma_n4_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.418,0.083,1
random_magma_n4_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.489,0.075,1
random_magma_n4_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.429,0.092,1
random_magma_n4_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.425,0.067,1
random_magma_n4_k1_nondef_mix_i14.model,NOT_DEFINABLE,NOT_DEFINABLE,0.216,0.080,1
random_magma_n4_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,0.475,0.086,1
random_magma_n4_k1_nondef_mix_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,0.196,0.049,1
random_magma_n4_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,0.387,0.076,1
random_magma_n4_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,0.443,0.080,1
random_magma_n4_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,0.529,0.083,1
random_magma_n4_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.385,0.083,1
random_magma_n4_k1_nondef_mix_i20.model,NOT_DEFINABLE,NOT_DEFINABLE,0.218,0.070,1
random_magma_n4_k1_nondef_mix_i21.model,NOT_DEFINABLE,NOT_DEFINABLE,0.190,0.057,1
random_magma_n4_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.397,0.083,1
random_magma_n4_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.342,0.074,1
random_magma_n4_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,0.445,0.084,1
random_magma_n4_k1_nondef_mix_i25.model,NOT_DEFINABLE,NOT_DEFINABLE,0.128,0.049,1
random_magma_n4_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,0.392,0.077,1
random_magma_n4_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.423,0.060,1
random_magma_n4_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.429,0.094,1
random_magma_n4_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.394,0.062,1
random_magma_n4_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.459,0.069,1
random_magma_n4_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.438,0.081,1
random_magma_n4_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,0.452,0.058,1
random_magma_n4_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.391,0.059,1
random_magma_n4_k1_nondef_mix_i7.model,NOT_DEFINABLE,NOT_DEFINABLE,0.185,0.085,1
random_magma_n4_k1_nondef_mix_i8.model,NOT_DEFINABLE,NOT_DEFINABLE,0.160,0.059,1
random_magma_n4_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.381,0.081,1
random_magma_n4_k1_random_half_i0.model,DEFINABLE,DEFINABLE,0.320,0.073,1
random_magma_n4_k1_random_half_i1.model,DEFINABLE,DEFINABLE,0.401,0.084,1
random_magma_n4_k1_random_half_i10.model,DEFINABLE,DEFINABLE,0.387,0.093,1
random_magma_n4_k1_random_half_i11.model,DEFINABLE,DEFINABLE,0.365,0.091,1
random_magma_n4_k1_random_half_i12.model,DEFINABLE,DEFINABLE,0.306,0.064,1
random_magma_n4_k1_random_half_i13.model,DEFINABLE,DEFINABLE,0.399,0.076,1
random_magma_n4_k1_random_half_i14.model,DEFINABLE,DEFINABLE,0.376,0.087,1
random_magma_n4_k1_random_half_i15.model,DEFINABLE,DEFINABLE,0.340,0.081,1
random_magma_n4_k1_random_half_i16.model,DEFINABLE,DEFINABLE,0.385,0.066,1
random_magma_n4_k1_random_half_i17.model,DEFINABLE,DEFINABLE,0.376,0.076,1
random_magma_n4_k1_random_half_i18.model,DEFINABLE,DEFINABLE,0.380,0.076,1
random_magma_n4_k1_random_half_i19.model,DEFINABLE,DEFINABLE,0.404,0.081,1
random_magma_n4_k1_random_half_i2.model,DEFINABLE,DEFINABLE,0.440,0.066,1
random_magma_n4_k1_random_half_i20.model,DEFINABLE,DEFINABLE,0.486,0.072,1
random_magma_n4_k1_random_half_i21.model,DEFINABLE,DEFINABLE,0.409,0.082,1
random_magma_n4_k1_random_half_i22.model,DEFINABLE,DEFINABLE,0.412,0.064,1
random_magma_n4_k1_random_half_i23.model,DEFINABLE,DEFINABLE,0.237,0.140,1
random_magma_n4_k1_random_half_i24.model,DEFINABLE,DEFINABLE,0.434,0.062,1
random_magma_n4_k1_random_half_i25.model,NOT_DEFINABLE,NOT_DEFINABLE,0.129,0.052,1
random_magma_n4_k1_random_half_i26.model,DEFINABLE,DEFINABLE,0.429,0.083,1
random_magma_n4_k1_random_half_i27.model,NOT_DEFINABLE,NOT_DEFINABLE,0.134,0.077,1
random_magma_n4_k1_random_half_i28.model,DEFINABLE,DEFINABLE,0.385,0.082,1
random_magma_n4_k1_random_half_i29.model,DEFINABLE,DEFINABLE,0.355,0.078,1
random_magma_n4_k1_random_half_i3.model,DEFINABLE,DEFINABLE,0.330,0.060,1
random_magma_n4_k1_random_half_i4.model,DEFINABLE,DEFINABLE,0.401,0.130,1
random_magma_n4_k1_random_half_i5.model,DEFINABLE,DEFINABLE,0.457,0.056,1
random_magma_n4_k1_random_half_i6.model,DEFINABLE,DEFINABLE,0.474,0.086,1
random_magma_n4_k1_random_half_i7.model,DEFINABLE,DEFINABLE,0.443,0.056,1
random_magma_n4_k1_random_half_i8.model,DEFINABLE,DEFINABLE,0.503,0.083,1
random_magma_n4_k1_random_half_i9.model,DEFINABLE,DEFINABLE,0.416,0.063,1
random_magma_n4_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.244,0.065,1
random_magma_n4_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.186,0.072,1
random_magma_n4_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.204,0.064,1
random_magma_n4_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.241,0.062,1
random_magma_n4_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.230,0.079,1
random_magma_n4_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.227,0.092,1
random_magma_n4_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.208,0.096,1
random_magma_n4_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.208,0.082,1
random_magma_n4_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,0.218,0.086,1
random_magma_n4_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.217,0.064,1
random_magma_n4_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.182,0.063,1
random_magma_n4_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.232,0.067,1
random_magma_n4_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.240,0.069,1
random_magma_n4_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.198,0.080,1
random_magma_n4_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,0.227,0.083,1
random_magma_n4_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.289,0.078,1
random_magma_n4_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.331,0.079,1
random_magma_n4_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.235,0.070,1
random_magma_n4_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.247,0.077,1
random_magma_n4_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.190,0.062,1
random_magma_n4_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.344,0.078,1
random_magma_n4_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.233,0.075,1
random_magma_n4_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.199,0.082,1
random_magma_n4_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.281,0.062,1
random_magma_n4_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.279,0.071,1
random_magma_n4_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.267,0.062,1
random_magma_n4_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.230,0.081,1
random_magma_n4_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.276,0.076,1
random_magma_n4_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.233,0.070,1
random_magma_n4_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.218,0.066,1
random_magma_n4_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,0.809,0.159,1
random_magma_n4_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.881,0.183,1
random_magma_n4_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.803,0.156,1
random_magma_n4_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.733,0.165,1
random_magma_n4_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.794,0.150,1
random_magma_n4_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.830,0.173,1
random_magma_n4_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,0.832,0.171,1
random_magma_n4_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,0.795,0.165,1
random_magma_n4_k2_nondef_mix_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,0.129,0.138,1
random_magma_n4_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,0.766,0.177,1
random_magma_n4_k2_nondef_mix_i18.model,NOT_DEFINABLE,NOT_DEFINABLE,0.297,0.146,1
random_magma_n4_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,2.473,0.167,1
random_magma_n4_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.913,0.161,1
random_magma_n4_k2_nondef_mix_i20.model,NOT_DEFINABLE,NOT_DEFINABLE,0.125,0.149,1
random_magma_n4_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,0.683,0.140,1
random_magma_n4_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.708,0.165,1
random_magma_n4_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.843,0.159,1
random_magma_n4_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,0.707,0.191,1
random_magma_n4_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,0.844,0.167,1
random_magma_n4_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,0.945,0.160,1
random_magma_n4_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.753,0.191,1
random_magma_n4_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.785,0.194,1
random_magma_n4_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.856,0.166,1
random_magma_n4_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.871,0.144,1
random_magma_n4_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.754,0.155,1
random_magma_n4_k2_nondef_mix_i5.model,NOT_DEFINABLE,NOT_DEFINABLE,0.216,0.165,1
random_magma_n4_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.702,0.183,1
random_magma_n4_k2_nondef_mix_i7.model,NOT_DEFINABLE,NOT_DEFINABLE,0.142,0.150,1
random_magma_n4_k2_nondef_mix_i8.model,NOT_DEFINABLE,NOT_DEFINABLE,0.139,0.101,1
random_magma_n4_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.923,0.177,1
random_magma_n4_k2_random_half_i0.model,DEFINABLE,DEFINABLE,0.724,0.190,1
random_magma_n4_k2_random_half_i1.model,NOT_DEFINABLE,NOT_DEFINABLE,0.593,0.110,1
random_magma_n4_k2_random_half_i10.model,NOT_DEFINABLE,NOT_DEFINABLE,0.210,0.163,1
random_magma_n4_k2_random_half_i11.model,DEFINABLE,DEFINABLE,0.821,0.171,1
random_magma_n4_k2_random_half_i12.model,DEFINABLE,DEFINABLE,0.757,0.175,1
random_magma_n4_k2_random_half_i13.model,DEFINABLE,DEFINABLE,0.746,0.169,1
random_magma_n4_k2_random_half_i14.model,DEFINABLE,DEFINABLE,0.869,0.159,1
random_magma_n4_k2_random_half_i15.model,DEFINABLE,DEFINABLE,0.784,0.168,1
random_magma_n4_k2_random_half_i16.model,DEFINABLE,DEFINABLE,0.659,0.160,1
random_magma_n4_k2_random_half_i17.model,NOT_DEFINABLE,NOT_DEFINABLE,0.147,0.160,1
random_magma_n4_k2_random_half_i18.model,NOT_DEFINABLE,NOT_DEFINABLE,0.421,0.077,1
random_magma_n4_k2_random_half_i19.model,DEFINABLE,DEFINABLE,0.707,0.177,1
random_magma_n4_k2_random_half_i2.model,NOT_DEFINABLE,NOT_DEFINABLE,0.143,0.156,1
random_magma_n4_k2_random_half_i20.model,DEFINABLE,DEFINABLE,2.303,0.176,1
random_magma_n4_k2_random_half_i21.model,DEFINABLE,DEFINABLE,0.728,0.202,1
random_magma_n4_k2_random_half_i22.model,DEFINABLE,DEFINABLE,0.792,0.170,1
random_magma_n4_k2_random_half_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,0.127,0.139,1
random_magma_n4_k2_random_half_i24.model,DEFINABLE,DEFINABLE,2.418,0.157,1
random_magma_n4_k2_random_half_i25.model,DEFINABLE,DEFINABLE,0.797,0.156,1
random_magma_n4_k2_random_half_i26.model,NOT_DEFINABLE,NOT_DEFINABLE,0.163,0.181,1
random_magma_n4_k2_random_half_i27.model,DEFINABLE,DEFINABLE,0.882,0.180,1
random_magma_n4_k2_random_half_i28.model,DEFINABLE,DEFINABLE,0.908,0.162,1
random_magma_n4_k2_random_half_i29.model,DEFINABLE,DEFINABLE,0.904,0.166,1
random_magma_n4_k2_random_half_i3.model,DEFINABLE,DEFINABLE,0.819,0.168,1
random_magma_n4_k2_random_half_i4.model,DEFINABLE,DEFINABLE,0.881,0.156,1
random_magma_n4_k2_random_half_i5.model,NOT_DEFINABLE,NOT_DEFINABLE,0.134,0.144,1
random_magma_n4_k2_random_half_i6.model,NOT_DEFINABLE,NOT_DEFINABLE,0.163,0.177,1
random_magma_n4_k2_random_half_i7.model,DEFINABLE,DEFINABLE,0.932,0.150,1
random_magma_n4_k2_random_half_i8.model,DEFINABLE,DEFINABLE,0.806,0.147,1
random_magma_n4_k2_random_half_i9.model,DEFINABLE,DEFINABLE,0.811,0.156,1
random_magma_n64_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,155.846,64.323,1
random_magma_n64_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,160.697,65.816,1
random_magma_n64_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,155.953,63.076,1
